Carbohydrate:,Fat,saturates,Salt (g),Protein g,Energy (kcal),Energy kg/kcal,Dietary fibre,Of which saturates,Carbohydrates:,Energy kcal,Carbohydrates,(kcal),Protein:,Carbohydrate g,Energy kJ,monounsaturates,Saturates,Energy value,Energy:,kcal,Proteins,Total Omega  3,reviews,Fiber,name,starch,Fibre (g),Protein,Protein (g),item_code,Energy  kJ,Mono unsaturates,and EPA,Energy (kJ),Trans Fat,price,Carbohydrate,Of which Sugars,Fibre,Carbohydrates (g),polyunsaturates,Country of Origin,sugars,unit,Energy,Total fat,Fibre g,Fat:,Polyunsaturates,Monounsaturates,rating,Polyols,Fat (g),Of which Saturates,Salt,Sodium,mono unsaturates,url,Energy kJ/kcal,Sugars,Starch,Of which sugars,Fat g,Salt g,Total Sugars,Salt:,Fats
,"23,0 g",,,,,,,,,"0,2 g","4,0 g",,,,,,,,,,,,2,,Thamina Chicken Cocktail Sausages 400g,,,"13,0 g",,7679997,,,,,,£2.00/unit,,,,,,,,unit,1142 kJ / 276 kcal,,,,,,5.0,,,,"2,1 g",,,https://www.sainsburys.co.uk/shop/gb/groceries/snacking---cooked-sausage-44/thamina-chicken-cocktail-sausages-400g,,,,,,,,,
,21 g,,,,,,,,,1.5 g,,,,,,,,,,,,,1,,Sokolow Garlic Sausage 400g,,,12 g,,6907332,,,,,,£1.50/unit,4.9 g,,,,,,,unit,1071 kJ/258 kcal,,,,,,5.0,,,,2.8 g,,,https://www.sainsburys.co.uk/shop/gb/groceries/snacking---cooked-sausage-44/sokolow-garlic-sausage-400g,,,,,,,,,
,"23,0 g",,,,,,,,,"0,2 g","4,0 g",,,,,,,,,,,,2,,Thamina Smoked Chicken Sausages 400g,,,"13,0 g",,7679995,,,,,,£2.00/unit,,,,,,,,unit,1142 kJ / 276 kcal,,,,,,3.0,,,,"2,1 g",,,https://www.sainsburys.co.uk/shop/gb/groceries/snacking---cooked-sausage-44/thamina-smoked-chicken-sausages-400g,,,,,,,,,
,20 g,,,,,,,,,Trace,,,,,,,,,,,,,0,,Yarden Chicken Frankfurters 400g,,,10 g,,2665221,,,,,,£3.30/unit,8 g,,,,,,,unit,1046 kJ/252 kcal,,,,,,0.0,,,,1.5g,,,https://www.sainsburys.co.uk/shop/gb/groceries/snacking---cooked-sausage-44/yarden-chicken-sausages-400g,,,,,,,,,
,40.8g,,,,,,,18.2g,,,2.2g,,,,,,,,,,,,11,,Peperami Beefstick Multipack x3 60g,,,26.8g,,7858223,,,,,,£1.60/unit,,,,,,,,unit,2113kJ 509kcal,,,,,,1.7273,,,,4.05g,,,https://www.sainsburys.co.uk/shop/gb/groceries/snacking---cooked-sausage-44/peperami-beefstick-multipack-60g,,,,1.9g,,,,,
,17g,,,,,,,,,3.7g,,,,,,,,,,,,,0,,Mattessons Savagers Pork Meateors Smoky BBQ 80g,,,17g,,7855487,,,,,,£0.70/unit,5.7g,,,,,,,unit,1018kJ,,,,,,0.0,,,,1.3g,,,https://www.sainsburys.co.uk/shop/gb/groceries/snacking---cooked-sausage-44/mattessons-savagers-pork-meateors-smoky-bbq-80g,,,,,,,,,
,20 g,,,,,,,,,Trace,,,,,,,,,,,,,1,,Yarden Vienna Sausage 250g,,,10 g,,3218686,,,,,,£2.30/unit,8 g,,,,,,,unit,1046 kJ / 252kcal,,,,,,3.0,,,,1.5 g,,,https://www.sainsburys.co.uk/shop/gb/groceries/snacking---cooked-sausage-44/yarden-vienna-sausage-250g,,,,,,,,,
,21 g,,,,,,,,,<0.5 g,,,,,,,,,,,,,0,,Sokolow Best Silesia Sausage 340g,,,13 g,,7547381,,,,,,£2.65/unit,1.7 g,,,,,,,unit,1040 kJ / 251 kcal,,,,,,0.0,,,,3.0 g,,,https://www.sainsburys.co.uk/shop/gb/groceries/snacking---cooked-sausage-44/sokolow-best-340g,,,,,,,,,
,6.5g,,,,,,,,,1.7g,,,,,,,,,,,,,0,,Mattessons Savagers Chicken Meateors Piri Piri 80g,,,19g,,7855110,,,,,,£0.70/unit,3.5g,,,,,,,unit,630kJ,,,,,,0.0,,,,1.3g,,,https://www.sainsburys.co.uk/shop/gb/groceries/snacking---cooked-sausage-44/mattessons-savagers-chicken-meateors-piri-piri-80g,,,,,,,,,
,23.3g,,,,,,,,,1.1g,,,,,,,,,,,,,7,,Henry Denny's Meat Masters Fire & Smoke Hot Dogs Louisiana Louie x4 280g,,,13.3g,,7916989,,,,,,£2.50/unit,2.9g,,,,,,,unit,1140kJ/275kcal,,,,,,4.5714,,,,1.8g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1222234&urlRequestType=Base&categoryId=314375&catalogId=10206&langId=44,,,,,,,,,
,44g,,,,,,,18g,,,2.2g,,,,,,,,,,,,0,,Peperami Original 22.5g,,,23g,,7858180,,,,,,£0.75/unit,,,,,,,,unit,2056kJ 497kcal,,,,,,0.0,,,,3.9g,,,https://www.sainsburys.co.uk/shop/gb/groceries/snacking---cooked-sausage-44/peperami-original-225g,,,,2g,,,,,
,18.5g,,,,,,,,,266kcal,,,,,,,6.5g,,,,,,0,,Sainsbury's British Pork Shoulder Joint 1.9kg,,,23.3g,,7944599,,,,,,£5.00/unit,1.2g,,0.6g,,,Packed in United Kingdom; Produced using British pork,,unit,1106kJ,,,,4.0g,7.2g,0.0,,,,0.17g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1254598&urlRequestType=Base&categoryId=276037&catalogId=10070&langId=44,,<0.5g,,,,,,,
,11.7g,,,,,,,,,218kcal,,,,,,,3.9g,,,,,,0,,Sainsbury's British Pork Loin Joint 2kg,,,27.1g,,7944619,,,,,,£10.00/unit,1.0g,,<0.5g,,,"Packed in United Kingdom; Produced from British Pork, British pork",,unit,911kJ,,,,2.9g,4.3g,0.0,,,,0.28g,,,https://www.sainsburys.co.uk/shop/ProductDisplay?storeId=10151&productId=1254600&urlRequestType=Base&categoryId=276037&catalogId=10070&langId=44,,<0.5g,,,,,,,
,2.6g,,,,,,,,,133kcal,,,,,,,0.9g,,,,,,5,,Sainsbury's British Pork Mince 5% Fat 500g,,,27.0g,,1011302,,,,,,£2.25/unit,0g,,0.8g,,,Packed in United Kingdom; Produced using British pork,,unit,563kJ,,,,0.4g,1.2g,5.0,,,,0.19g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-extra-lean-british-pork-mince--be-good-to-yourself-500g,,<0.5g,,,,,,,
,6.9g,,,,,,,,,171kcal,,,,,,,2.5g,,,,,,18,,Sainsbury's Unsmoked Gammon Joint 750g,,,25.9g,,1196962,,,,,,£3.40/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,717kJ,,,,0.7g,3.3g,4.2778,,,,2.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-unsmoked-gammon-joint-750g,,<0.5g,,,,,,,
,15.5g,,,,,,,,,248kcal,,,,,,,5.6g,,,,,,8,,Sainsbury's British Pork Loin Steaks x8 800g,,,26.2g,,7647753,,,,,,£4.00/unit,0.7g,,0.8g,,,Packed in United Kingdom; Produced using British pork,,unit,1036kJ,,,,2.5g,6.3g,3.875,,,,0.10g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-british-8-thin-cut-loin-steaks-800g-p,,<0.5g,,,,,,,
,6.3g,,,,,,,,,158kcal,,,,,,,2.5g,,,,,,10,,Sainsbury's Unsmoked Rindless Gammon Steaks x2 400g,,,23.9g,,7641418,,,,,,£3.20/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,661kJ,,,,0.6g,2.9g,2.8,,,,2.30g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-unsmoked-rindless-gammon-steaks-x2-400g,,<0.5g,,,,,,,
,6.9g,,,,,,,,,171kcal,,,,,,,2.5g,,,,,,15,,Sainsbury's Smoked Gammon Joint 750g,,,25.9g,,1196979,,,,,,£3.40/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,717kJ,,,,0.7g,3.3g,4.2,,,,2.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-smoked-gammon-joint-750g,,<0.5g,,,,,,,
,3.1g,,,,,,,,,159kcal,,,,,,,1.4g,,,,,,11,,Sainsbury's British Pork Tenderloin Fillet (approx. 350g),,,31.5g,,6018471,,,,,,£7.00/kg,1.0g,,0.6g,,,Packed in United Kingdom. Produced from British Pork,,kg,672kJ,,,,,,3.9091,,,,0.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-british-pork-tenderloin-fillet-%28approx-350g%29,,,,,,,<0.5g,,
,4.9g,,,,,,,,,175kcal,,,,,,,1.7g,,,,,,6,,Sainsbury's British Extra Lean Diced Pork Leg 425g,,,31.3g,,7015944,,,,,,£2.30/unit,1.1g,,0.6g,,,Packed in United Kingdom; Produced using British pork,,unit,737kJ,,,,0.4g,2.0g,5.0,,,,0.10g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-diced-pork-leg-460g,,<0.5g,,,,,,,
,14.9g,,,,,,,,,242kcal,,,,,,,5.1g,,,,,,3,,Sainsbury's British Pork Mince 10% Fat 500g,,,26.0g,,7586458,,,,,,£2.10/unit,0.6g,,0.8g,,,Packed in United Kingdom; Produced from British pork,,unit,1010kJ,,,,3.0g,6.1g,4.3333,,,,0.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-british-lean-pork-mince-500g,,<0.5g,,,,,,,
,6.3g,,,,,,,,,158kcal,,,,,,,2.5g,,,,,,8,,Sainsbury's Smoked Rindless Gammon Steaks x2 400g,,,23.9g,,7641444,,,,,,£3.20/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,661kJ,,,,0.6g,2.9g,3.5,,,,2.30g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-smoked-rindless-gammon-steaks-x2-400g,,<0.5g,,,,,,,
,17.3g,,,,,,,,,270kcal,,,,,,,6.1g,,,,,,24,,Sainsbury's British Pork Shoulder Steaks x6 900g,,,27.2g,,7584619,,,,,,£3.50/unit,0.9g,,0.8g,,,"Packed in United Kingdom; Produced using British Pork, British pork",,unit,1125kJ,,,,2.6g,7.8g,4.5417,,,,0.10g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-british-pork-shoulder-steaks-x6-840g,,<0.5g,,,,,,,
,22.2g,,,,,,,,,314kcal,,,,,,,8.9g,,,,,,4,,Sainsbury's British Pork Ribs (approx. 500g),,,27.7g,,6019222,,10.3g,,,,£5.50/kg,<0.5g,,<0.5g,,,Packed in United Kingdom,,kg,1305kJ,,,,2.1g,,3.5,,,,0.31g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-british-pork-ribs-%28approx-500g%29,,,<0.5g,,,,<0.5g,,
,2.8g,,,,,,,,,144kcal,,,,,,,0.9g,,,,,,7,,Sainsbury's British Extra Lean Pork Fillet Medallion 300g,,,29.0g,,7584348,,1.2g,,,,£3.00/unit,<0.5g,,<0.5g,,,Packed in United Kingdom. Produced from British Pork,,unit,607kJ,,,,0.6g,,3.5714,,,,0.10g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-british-extra-lean-pork-fillet-medallion-300g,,,<0.5g,,,,<0.5g,,
,0.9g,,,,,,,,,123kcal,,,,,,,0.3g,,,,,,13,,"Sainsbury's Unsmoked Gammon Joint, Be Good To Yourself",,,27.5g,,6671596,,,,,,£8.00/kg,1.0g,,0.6g,,,Packed in United Kingdom,,kg,523kJ,,,,<0.1g,0.5g,4.6923,,,,2.40g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-unsmoked-gammon-joint--be-good-to-yourself-%28approx-700g%29,,<0.5g,,,,,,,
,5.5g,,,,,,,,,174kcal,,,,,,,2.1g,,,,,,12,,Sainsbury's Butcher's Choice Sweetcure British Unsmoked Gammon Joint,,,28.8g,,7565604,,,,,,£8.00/kg,2.0g,,0.6g,,,Packed in United Kingdom,,kg,732kJ,,,,0.6g,2.5g,4.3333,,,,1.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-butchers-choice-british-unsmoked-gammon-joint-%28approx-125kg%29,,1.8g,,,,,,,
,7.4g,,,,,,,,,177kcal,,,,,,,3.1g,,,,,,6,,Sainsbury's Smoked Lean Bacon Loin Steaks x2 250g,,,26.3g,,7587667,,,,,,£3.00/unit,1.1g,,0.6g,,,Packed in United Kingdom,,unit,744kJ,,,,0.5g,3.5g,4.3333,,,,3.30g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-2-smoked-lean-bacon-loin-steaks-250g,,0.8g,,,,,,,
,10.4g,,,,,,,,,197kcal,,,,,,,4.0g,,,,,,38,,Sainsbury's Just Cook Honey Gammon Joint 470g (Serves 3),,,23.4g,,7847336,,,,,,£3.75/unit,2.1g,,,,,Produced in United Kingdom; Produced using British pork,,unit,822kJ,,,,,,2.5526,,,,1.26g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/just-cook-honey-gammon-joint-470g,,1.7g,,,,,,,
,10.0g,,,,,,,,,184kcal,,,,,,,3.0g,,,,,,3,,"Sainsbury's British Free Range Pork Mince 10% Fat, SO Organic 400g",,,23.1g,,1120219,,,,,,£2.60/unit,<0.5g,,<0.5g,,,Produced in United Kingdom; Produced using British Pork,,unit,770kJ,,,,2.1g,3.6g,5.0,,,,0.15g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-british-pork-mince-lean--so-organic-454g,,<0.5g,0g,,,,,,
,7.4g,,,,,,,,,177kcal,,,,,,,3.1g,,,,,,9,,Sainsbury's Unsmoked Lean Bacon Loin Steaks x2 250g,,,26.3g,,7552429,,,,,,£3.00/unit,1.1g,,0.6g,,,Packed in United Kingdom,,unit,744kJ,,,,0.5g,3.5g,2.8889,,,,3.30g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-unsmoked-danish-lean-bacon-loin-steaks-x2-250g,,0.8g,,,,,,,
,25.6g,,,,,,,,,338kcal,,,,,,,8.3g,,,,,,0,,Sainsbury's Pork Chops x4 700g,,,25.3g,,7647681,,,,,,£3.60/unit,1.3g,,0.8g,,,Packed in United Kingdom; Produced from British Pork,,unit,1406kJ,,,,3.1g,12.8g,0.0,,,,0.10g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-pork-chops-x4-700g-7647681-p-44,,<0.5g,,,,,,,
,11.4g,4.3g,,,,,,,,<0.5g,,,,,914,4.9g,,,,,,,3,,Sainsbury's British Pork Loin Steaks x4 480g,,,27.5g,,7898930,,,,,,£2.80/unit,1.1g,,0.8g,,1.7g,,,unit,,,,,,,1.3333,,,,0.40g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-pork-loin-steaks-x4-480g,,,,,,,,,
,8.9g,,,,,,,,,209kcal,,,,,,,1.6g,,,,,,5,,Sainsbury's British Fresh Pigs Liver (approx. 420g),,,32.0g,,12218,,,,,,£2.20/kg,<0.5g,,,,,Produced in United Kingdom; Packed in United Kingdom; Produced from Pork Liver sourced in the United Kingdom,,kg,877kJ,,,,2.6g,4.3g,2.6,,,,0.24g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-british-fresh-pigs-liver-%28approx-420g%29,,0g,,,,,,,
,18.0g,,,,,,,,,266kcal,,,,,,,6.2g,,,,,,4,,Sainsbury's Thick Cut British Pork Chops x2 500g,,,24.2g,,7794602,,,,,,£2.95/unit,1.5g,,0.8g,,,Packed in United Kingdom; Produced from British pork,,unit,1109kJ,,,,3.1g,7.7g,2.75,,,,0.10g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-pork-chops-x2-500g,,<0.5g,,,,,,,
,5.5g,,,,,,,,,174kcal,,,,,,,2.1g,,,,,,12,,Sainsbury's Butcher's Choice Sweetcure Smoked Gammon Joint,,,28.8g,,6671644,,,,,,£8.00/kg,2.0g,,0.6g,,,Packed in United Kingdom,,kg,732kJ,,,,0.6g,2.5g,3.3333,,,,1.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-butchers-choice-sweetcure-gammon-joint-%28approx-145kg%29,,1.8g,,,,,,,
,19.9g,,,,,,,,,303kcal,,,,,,,6.9g,,,,,,3,,"Sainsbury's British Boneless Pork Belly Joint, Small",,,30.0g,,7423162,,,,,,£5.50/kg,0.6g,,0.8g,,,Packed in United Kingdom; Produced from British Pork; Produced using British pork,,kg,1263kJ,,,,4.3g,7.9g,5.0,,,,0.60g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-british-boneless-rind-on-pork-belly-joint-%28approx-700g%29,,<0.5g,,,,,,,
,2.8g,,,,,,,,,144kcal,,,,,,,0.9g,,,,,,5,,"Sainsbury's British Pork Tenderloin Fillets, Taste the Difference (approx. 400g)",,,29.0g,,6018098,,,,,,£12.50/kg,<0.5g,,<0.5g,,,Packed in United Kingdom. Produced from British Pork,,kg,608kJ,,,,,,2.8,,,,0.10g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-british-pork-tenderloin-fillets--taste-the-difference-%28approx-400g%29,,,,,,,<0.5g,,
,15.9g,,,,,,,,,235kcal,,,,,,,6.1g,,,,,,11,,"Sainsbury's British Pork Shoulder Joint, Stuffed with Sage & Onion 1.1kg",,,20.2g,,7205352,,,,,,£5.50/unit,2.3g,,1.0g,,,Produced in United Kingdom; Produced using British pork,,unit,979kJ,,,,2.8g,6.2g,2.5455,,,,0.36g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-british-stuffed-pork-shoulder-joint--sage---onion-11kg,,0.7g,,,,,,,
,31.0g,,,,,,,,,384kcal,,,,,,,11.4g,,,,,,3,,Sainsbury's British Pork Belly Slices 500g,,,25.3g,,7898457,,,,,,£2.65/unit,0.6g,,0.8g,,,Packed in United Kingdom; Produced using British pork,,unit,1594kJ,,,,4.2g,13.7g,4.3333,,,,0.30g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-pork-belly-slices-500g,,<0.5g,,,,,,,
,1.9g,,,,,,,,,141kcal,,,,,,,0.7g,,,,,,33,,Sainsbury's Gammon Joint With Muscovado & Orange Glaze 1.3kg,,,26.3g,,7182332,,,,,,£10.00/unit,4.3g,,0.6g,,,Produced in United Kingdom; Packed in United Kingdom; Produced using Produced and packed in the UK using British pork,,unit,595kJ,,,,<0.1g,1.0g,4.4848,,,,2.30g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-gammon-joint-with-muscovado---orange-glaze-13kg,,4.1g,,,,,,,
,16.9g,,,,,,,,,267kcal,,,,,,,6.0g,,,,,,2,,Sainsbury's Pork Shoulder Steaks x4 600g,,,27.8g,,7794599,,6.7g,,,,£2.60/unit,0.6g,,0.8g,,,Packed in United Kingdom,,unit,1114kJ,,,,3.3g,,3.0,,,,0.30g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-pork-shoulder-steaks-x4-600g-7794599-p-44,,,,,,,<0.5g,,
,11.4g,,,,,,,,,219kcal,,,,,,,4.3g,,,,,,3,,Sainsbury's British Pork Loin Steaks x2 240g,,,27.5g,,7898856,,,,,,£1.75/unit,1.1g,,0.8g,,,Packed in United Kingdom; Produced using British pork,,unit,914kJ,,,,1.7g,4.9g,2.6667,,,,0.40g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-pork-loin-steaks-x2-240g,,<0.5g,,,,,,,
,6.9g,,,,,,,,,227kcal,,,,,,,2.2g,,,,,,6,,"Sainsbury's Gammon Steaks, Unsmoked Sweetcure x2 400g",,,37.8g,,7800321,,,,,,£3.50/unit,3.0g,,0.6g,,,Produced in United Kingdom,,unit,954kJ,,,,1.3g,3.0g,3.0,,,,2.60g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-gammon-steaks--unsmoked-sweetcure-x2-400g,,2.7g,,,,,,,
,4.1g,,,,,,,,,188kcal,,,,,,,1.4g,,,,,,35,,Sainsbury's Slow Cook Gammon Shanks with Maple Sauce 780g (Serves 2),,,25.4g,,7825499,,,,,,£5.00/unit,11.7g,,1.1g,,,Produced in United Kingdom; Produced using British Pork,,unit,791kJ,,,,0.7g,1.8g,4.6,,,,1.35g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-gammon-shanks-with-maple-sauce-780g,,10.6g,,,,,,,
,19.0g,,,,,,,,,290kcal,,,,,,,6.4g,,,,,,8,,Sainsbury's British Pork Shoulder Joint 1kg - 1.8kg,,,28.9g,,7899489,,,,,,£2.75/kg,0.6g,,0.6g,,,Packed in United Kingdom; Produced using British pork,,kg,1209kJ,,,,3.1g,8.5g,3.625,,,,0.10g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-pork-shoulder-joint-cw-600g---14kg,,<0.5g,,,,,,,
,8.7g,,,,,,,,,188kcal,,,,,,,3.2g,,,,,,9,,Sainsbury's British Pork Crackling Loin Joint 1kg - 1.8kg,,,26.1g,,7900332,,,,,,£5.50/kg,0.8g,,0.8g,,,Packed in United Kingdom; Produced using British pork,,kg,786kJ,,,,1.5g,3.2g,3.0,,,,1.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/all-pork/sainsburys-british-pork-loin-joint-vw-cw,,<0.5g,,,,,,,
,6.9g,,,,,,,,,171kcal,,,,,,,2.5g,,,,,,18,,Sainsbury's Unsmoked Gammon Joint 750g,,,25.9g,,1196962,,,,,,£3.40/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,717kJ,,,,0.7g,3.3g,4.2778,,,,2.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/sainsburys-unsmoked-gammon-joint-750g,,<0.5g,,,,,,,
,6.9g,,,,,,,,,171kcal,,,,,,,2.5g,,,,,,15,,Sainsbury's Smoked Gammon Joint 750g,,,25.9g,,1196979,,,,,,£3.40/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,717kJ,,,,0.7g,3.3g,4.2,,,,2.50g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/sainsburys-smoked-gammon-joint-750g,,<0.5g,,,,,,,
,0.9g,,,,,,,,,123kcal,,,,,,,0.3g,,,,,,13,,"Sainsbury's Unsmoked Gammon Joint, Be Good To Yourself",,,27.5g,,6671596,,,,,,£8.00/kg,1.0g,,0.6g,,,Packed in United Kingdom,,kg,523kJ,,,,<0.1g,0.5g,4.6923,,,,2.40g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/sainsburys-unsmoked-gammon-joint--be-good-to-yourself-%28approx-700g%29,,<0.5g,,,,,,,
,5.5g,,,,,,,,,174kcal,,,,,,,2.1g,,,,,,12,,Sainsbury's Butcher's Choice Sweetcure British Unsmoked Gammon Joint,,,28.8g,,7565604,,,,,,£8.00/kg,2.0g,,0.6g,,,Packed in United Kingdom,,kg,732kJ,,,,0.6g,2.5g,4.3333,,,,1.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/sainsburys-butchers-choice-british-unsmoked-gammon-joint-%28approx-125kg%29,,1.8g,,,,,,,
,10.4g,,,,,,,,,197kcal,,,,,,,4.0g,,,,,,38,,Sainsbury's Just Cook Honey Gammon Joint 470g (Serves 3),,,23.4g,,7847336,,,,,,£3.75/unit,2.1g,,,,,Produced in United Kingdom; Produced using British pork,,unit,822kJ,,,,,,2.5526,,,,1.26g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/just-cook-honey-gammon-joint-470g,,1.7g,,,,,,,
,5.5g,,,,,,,,,174kcal,,,,,,,2.1g,,,,,,12,,Sainsbury's Butcher's Choice Sweetcure Smoked Gammon Joint,,,28.8g,,6671644,,,,,,£8.00/kg,2.0g,,0.6g,,,Packed in United Kingdom,,kg,732kJ,,,,0.6g,2.5g,3.3333,,,,1.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/sainsburys-butchers-choice-sweetcure-gammon-joint-%28approx-145kg%29,,1.8g,,,,,,,
,19.9g,,,,,,,,,303kcal,,,,,,,6.9g,,,,,,3,,"Sainsbury's British Boneless Pork Belly Joint, Small",,,30.0g,,7423162,,,,,,£5.50/kg,0.6g,,0.8g,,,Packed in United Kingdom; Produced from British Pork; Produced using British pork,,kg,1263kJ,,,,4.3g,7.9g,5.0,,,,0.60g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/sainsburys-british-boneless-rind-on-pork-belly-joint-%28approx-700g%29,,<0.5g,,,,,,,
,15.9g,,,,,,,,,235kcal,,,,,,,6.1g,,,,,,11,,"Sainsbury's British Pork Shoulder Joint, Stuffed with Sage & Onion 1.1kg",,,20.2g,,7205352,,,,,,£5.50/unit,2.3g,,1.0g,,,Produced in United Kingdom; Produced using British pork,,unit,979kJ,,,,2.8g,6.2g,2.5455,,,,0.36g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/sainsburys-british-stuffed-pork-shoulder-joint--sage---onion-11kg,,0.7g,,,,,,,
,15.5g,,,,,,,,,276kcal,,,,,,,5.6g,,,,,,8,,Sainsbury's Slow Cook Smokey BBQ Pork Ribs 676g (Serves 2),,,24.8g,,7825513,,,,,,£5.00/unit,8.7g,,1.0g,,,Produced in United Kingdom; Produced using British Pork,,unit,1151kJ,,,,2.5g,6.4g,4.125,,,,0.60g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/sainsburys-slow-cook-smokey-bbq-pork-ribs-676g,,7.4g,,,,,,,
,1.9g,,,,,,,,,141kcal,,,,,,,0.7g,,,,,,33,,Sainsbury's Gammon Joint With Muscovado & Orange Glaze 1.3kg,,,26.3g,,7182332,,,,,,£10.00/unit,4.3g,,0.6g,,,Produced in United Kingdom; Packed in United Kingdom; Produced using Produced and packed in the UK using British pork,,unit,595kJ,,,,<0.1g,1.0g,4.4848,,,,2.30g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/sainsburys-gammon-joint-with-muscovado---orange-glaze-13kg,,4.1g,,,,,,,
,19.0g,,,,,,,,,290kcal,,,,,,,6.4g,,,,,,8,,Sainsbury's British Pork Shoulder Joint 1kg - 1.8kg,,,28.9g,,7899489,,,,,,£2.75/kg,0.6g,,0.6g,,,Packed in United Kingdom; Produced using British pork,,kg,1209kJ,,,,3.1g,8.5g,3.625,,,,0.10g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/sainsburys-pork-shoulder-joint-cw-600g---14kg,,<0.5g,,,,,,,
,8.7g,,,,,,,,,188kcal,,,,,,,3.2g,,,,,,9,,Sainsbury's British Pork Crackling Loin Joint 1kg - 1.8kg,,,26.1g,,7900332,,,,,,£5.50/kg,0.8g,,0.8g,,,Packed in United Kingdom; Produced using British pork,,kg,786kJ,,,,1.5g,3.2g,3.0,,,,1.20g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/sainsburys-british-pork-loin-joint-vw-cw,,<0.5g,,,,,,,
,6.2g,,,,,,,,,165kcal,,,,,,,2.3g,,,,,,1,,Sainsbury's Unsmoked Gammon Joint 1.4 Kg,,,25.9g,,6889363,,,,,,£6.25/unit,1.0g,,0.6g,,,Packed in United Kingdom,,unit,692kJ,,,,0.7g,2.9g,5.0,,,,2.80g,,,https://www.sainsburys.co.uk/shop/gb/groceries/pork-joints/sainsburys-unsmoked-gammon-joint-14-kg,,<0.5g,,,,,,,
